HSHEET,YEAR,Longitude (Geographic NAD83),Latitude (Geographic NAD83),Longitude (UTM NAD83),Latitude (UTM NAD83),Historical sounding (Mean lower low water),LiDAR elevation (Mean lower low water),Difference = LiDAR - Historical
H08687,1962,156.47677W,20.77587N,762689.8612,2299395.338,-9.3747,-14.13000011,-4.755300114
H08687,1962,156.47689W,20.77575N,762677.8806,2299381.968,-10.4747,-14.80000019,-4.325300191
H08687,1962,156.46359W,20.74273N,764120.3116,2295746.662,-9.9747,-10.45099926,-0.47629926
H08687,1962,156.46242W,20.74261N,764242.4194,2295734.952,-7.5747,-8.539999008,-0.965299008
H08687,1962,156.46313W,20.74268N,764167.8017,2295741.868,-9.0747,-9.820999146,-0.746299146
H08687,1962,156.46325W,20.74213N,764156.3615,2295680.65,-9.1747,-10.38599968,-1.21129968
H08687,1962,156.46146W,20.74160N,764343.865,2295625.545,-7.1747,-8.102999687,-0.928299687
H08687,1962,156.46213W,20.74202N,764273.7537,2295670.639,-7.7747,-8.790999413,-1.016299413
H08687,1962,156.45994W,20.74023N,764504.7141,2295476.193,-3.5747,-4.360999107,-0.786299107
H08687,1962,156.46138W,20.74098N,764353.8023,2295556.796,-7.9747,-8.437999725,-0.463299725
H08687,1962,156.46167W,20.74099N,764323.0523,2295557.311,-8.2747,-8.799999237,-0.525299237
H08687,1962,156.46168W,20.74064N,764322.5184,2295518.308,-8.4747,-9.069999695,-0.595299695
H08687,1962,156.46198W,20.74068N,764291.5008,2295522.585,-8.8747,-9.540999413,-0.666299413
H08687,1962,156.46530W,20.75358N,763922.9027,2296945.179,-9.0747,-9.379999161,-0.305299161
H08687,1962,156.46443W,20.75347N,764013.8219,2296934.974,-4.0747,-5.911999226,-1.837299226
H08687,1962,156.46609W,20.75549N,763837.8998,2297156.208,-9.0747,-9.383999825,-0.309299825
H08687,1962,156.46634W,20.75550N,763811.1202,2297156.232,-9.3747,-10.08399963,-0.709299634
H08687,1962,156.46614W,20.75524N,763833.1236,2297128.55,-8.6747,-9.054999351,-0.380299352
H08687,1962,156.46583W,20.75548N,763865.2142,2297155.307,-8.6747,-9.258999825,-0.584299825
H08687,1962,156.46501W,20.75514N,763950.7068,2297118.984,-4.4747,-4.869999409,-0.395299409
H08687,1962,156.46477W,20.75542N,763974.6977,2297150.6,-2.9747,-4.362999439,-1.388299439
H08687,1962,156.46446W,20.75401N,764010.3902,2296994.297,-4.8747,-5.704999447,-0.830299447
H08687,1962,156.46470W,20.75431N,763984.5543,2297027.126,-5.3747,-6.54899931,-1.17429931
H08687,1962,156.46495W,20.75491N,763957.883,2297093.285,-4.4747,-5.754999161,-1.280299161
H08687,1962,156.46729W,20.75385N,763715.5316,2296972.502,-10.4747,-11.45599937,-0.981299374
H08687,1962,156.46737W,20.75405N,763706.748,2296994.41,-11.0747,-11.30099964,-0.226299641
H08687,1962,156.46613W,20.75422N,763835.3119,2297015.59,-8.6747,-9.309999466,-0.635299466
H08687,1962,156.46763W,20.75456N,763678.6749,2297050.356,-9.7747,-10.37899971,-0.60429971
H08687,1962,156.46662W,20.75458N,763783.9571,2297054.443,-9.0747,-9.619999886,-0.545299886
H08687,1962,156.46533W,20.75460N,763918.6166,2297058.992,-6.9747,-7.737999439,-0.763299439
H08687,1962,156.46821W,20.75522N,763617.6275,2297122.624,-10.8747,-11.04399967,-0.169299672
H08687,1962,156.46769W,20.75521N,763671.4038,2297122.026,-6.6747,-9.218999863,-2.544299863
H08687,1962,156.46774W,20.75502N,763666.9433,2297100.798,-8.2747,-8.969999313,-0.695299313
H08687,1962,156.46850W,20.76736N,763565.4115,2298466.433,-14.1747,-15.19499969,-1.020299695
H08687,1962,156.46934W,20.76390N,763484.7418,2298082.429,-14.3747,-14.99499989,-0.620299886
H08687,1962,156.48044W,20.75970N,762335.7372,2297599.2,-18.8747,-18.19000053,0.684699466
H08687,1962,156.46585W,20.77391N,763830.7888,2299196.528,-10.8747,-11.33899975,-0.464299748
H08687,1962,156.46604W,20.77394N,763810.7498,2299198.761,-10.8747,-11.70399952,-0.829299519
H08687,1962,156.47196W,20.77802N,763187.1403,2299641.181,-12.3747,-13.32899952,-0.954299519
H08687,1962,156.47635W,20.78090N,762724.9916,2299953.764,-15.7747,-16.44299889,-0.668298886
H08687,1962,156.47631W,20.78357N,762724.2243,2300249.308,-12.6747,-13.59700012,-0.922300122
H08687,1962,156.46422W,20.77348N,764001.535,2299151.131,-8.0747,-9.197999954,-1.123299954
H08687,1962,156.46498W,20.77390N,763921.0133,2299196.615,-9.5747,-10.21899986,-0.644299863
H08687,1962,156.46756W,20.77115N,763656.9471,2298888.051,-13.4747,-14.18299961,-0.708299611
H08687,1962,156.46786W,20.77157N,763625.0815,2298933.524,-13.2747,-14.09499931,-0.820299313
H08687,1962,156.46751W,20.77211N,763660.6039,2298993.68,-12.6747,-13.46299934,-0.788299344
H08687,1962,156.46742W,20.77226N,763670.2248,2299011.334,-10.4747,-11.94999981,-1.475299809
H08687,1962,156.46750W,20.77235N,763661.2181,2299020.941,-12.6747,-13.24399948,-0.569299481
H08687,1962,156.46627W,20.77345N,763787.6288,2299145.113,-11.5747,-12.14299965,-0.568299649
H08687,1962,156.46605W,20.77290N,763811.8182,2299084.232,-11.5747,-12.0909996,-0.516299603
H08687,1962,156.46703W,20.77280N,763709.5053,2299070.995,-12.4747,-13.01699924,-0.542299245
H08687,1962,156.46689W,20.77281N,763724.3796,2299072.558,-12.1747,-12.83899975,-0.664299748
H08687,1962,156.46802W,20.77388N,763604.2903,2299189.65,-12.3747,-13.38999939,-1.01529939
H08687,1962,156.46719W,20.77262N,763693.4542,2299051.468,-11.9747,-13.27499962,-1.300299619
H08687,1962,156.46746W,20.77281N,763664.3806,2299071.727,-12.3747,-13.08899975,-0.714299748
H08687,1962,156.46789W,20.77309N,763619.7226,2299102.488,-12.4747,-13.27999973,-0.805299733
H08687,1962,156.46862W,20.77382N,763542.1131,2299181.585,-12.4747,-13.46899986,-0.994299863
H08687,1962,156.46824W,20.77260N,763583.6102,2299046.754,-13.0747,-13.78199959,-0.707299588
H08687,1962,156.46972W,20.77374N,763427.5653,2299171.26,-12.8747,-13.96000004,-1.085300038
H08687,1962,156.47001W,20.77397N,763396.9646,2299195.927,-13.4747,-13.88000011,-0.405300114
H08687,1962,156.47085W,20.77351N,763310.9984,2299143.511,-13.5747,-14.22999954,-0.655299542
H08687,1962,156.47009W,20.77324N,763390.6209,2299115.402,-13.2747,-14.03499985,-0.760299847
H08687,1962,156.46966W,20.77126N,763438.5451,2298896.147,-13.9747,-14.61100006,-0.636300061
H08687,1962,156.47946W,20.76241N,762432.7344,2297900.255,-19.4747,-19.03899956,0.435700443
H08687,1962,156.47889W,20.78880N,762446.4548,2300824.444,-8.0747,-8.358999252,-0.284299252
H08687,1962,156.47930W,20.78891N,762403.2608,2300835.29,-7.7747,-8.357999802,-0.583299802
H08687,1962,156.47912W,20.78921N,762421.7993,2300868.924,-7.3747,-7.512999535,-0.138299535
H08687,1962,156.47899W,20.78993N,762433.8757,2300949.426,-4.9747,-5.342999458,-0.368299458
H08687,1962,156.47744W,20.77585N,762620.0971,2299392.807,-15.0747,-16.20400047,-1.129300473
H08687,1962,156.47490W,20.77349N,762888.3473,2299134.679,-16.8747,-17.26000023,-0.385300229
H08687,1962,156.47430W,20.77322N,762952.0339,2299106.208,-15.4747,-16.22500038,-0.750300382
H08687,1962,156.47294W,20.77271N,763094.0548,2299052.045,-14.6747,-15.12699985,-0.452299855
H08687,1962,156.47320W,20.77272N,763066.7558,2299052.172,-14.3747,-14.61299992,-0.238299916
H08687,1962,156.47325W,20.77224N,763062.8971,2298999.159,-15.2747,-15.49399948,-0.219299481
H08687,1962,156.47952W,20.75589N,762438.1586,2297178.626,-19.6747,-24.59700012,-4.922300122
H08687,1962,156.46647W,20.75555N,763797.5949,2297161.558,-10.2747,-10.2489996,0.025700404
H08687,1962,156.46663W,20.75550N,763781.639,2297155.769,-10.2747,-10.47899914,-0.204299138
H08687,1962,156.46749W,20.75532N,763692.1571,2297134.205,-11.0747,-10.46700001,0.607699992
H08687,1962,156.46768W,20.75553N,763672.3051,2297157.6,-11.0747,-12.23799992,-1.163299916
H08687,1962,156.46756W,20.75573N,763684.5577,2297180.28,-10.8747,-11.80999947,-0.935299466
H08687,1962,156.48304W,20.76772N,762050.6383,2298483.077,-19.2747,-18.77300072,0.501699283
H08687,1962,156.48173W,20.76866N,762185.3713,2298588.976,-15.4747,-15.0739994,0.400700595
H08687,1962,156.48064W,20.76838N,762299.0779,2298559.954,-19.4747,-22.80999947,-3.335299466
H08687,1962,156.47918W,20.76845N,762451.6685,2298569.647,-15.2747,-16.45199966,-1.177299664
H08687,1962,156.47827W,20.76869N,762546.3519,2298597.933,-17.9747,-18.69000053,-0.715300534
H08687,1962,156.47974W,20.76868N,762392.5137,2298594.756,-17.9747,-18.56500053,-0.590300534
H08687,1962,156.47961W,20.77015N,762404.1371,2298757.891,-19.4747,-20.54000092,-1.065300916
H08687,1962,156.46521W,20.75093N,763937.3961,2296652.287,-9.5747,-10.20999908,-0.635299085
H08687,1962,156.46381W,20.75127N,764082.7643,2296691.789,-4.0747,-6.690999508,-2.616299508
H08687,1962,156.46468W,20.75242N,763989.2953,2296817.939,-9.1747,-9.553999901,-0.379299901
H08687,1962,156.46387W,20.75168N,764075.0649,2296737.531,-3.1747,-6.260999203,-3.086299203
H08687,1962,156.46390W,20.75186N,764072.2587,2296756.984,-4.6747,-6.738999367,-2.064299367
H08687,1962,156.46446W,20.75162N,764014.014,2296730.147,-9.5747,-9.021999359,0.552700641
H08687,1962,156.46474W,20.75164N,763984.815,2296731.573,-9.5747,-9.444999695,0.129700305
H08687,1962,156.46560W,20.75225N,763893.8458,2296798.053,-10.4747,-10.59799957,-0.123299573
H08687,1962,156.46550W,20.75192N,763905.6666,2296761.903,-10.2747,-10.76799965,-0.493299649
H08687,1962,156.46558W,20.75172N,763897.2649,2296739.505,-10.6747,-10.93299961,-0.258299611
H08687,1962,156.46641W,20.75242N,763810.0117,2296814.906,-11.5747,-11.72599983,-0.151299832
H08687,1962,156.46882W,20.75041N,763562.2227,2296588.58,-13.7747,-14.39999962,-0.625299619
H08687,1962,156.46938W,20.75045N,763504.0241,2296591.989,-14.3747,-14.69799995,-0.323299954
H08687,1962,156.46714W,20.75055N,763736.5756,2296607.153,-12.3747,-12.47900009,-0.104300092
H08687,1962,156.46985W,20.75057N,763454.8563,2296604.291,-14.4747,-14.50899982,-0.034299825
H08687,1962,156.47008W,20.75090N,763429.3789,2296640.892,-13.5747,-15.29599953,-1.721299527
H08687,1962,156.46846W,20.75110N,763598.5207,2296666.139,-14.4747,-15.46999931,-0.995299313
H08687,1962,156.46592W,20.75825N,763850.5146,2297461.379,-6.8747,-6.82199955,0.05270045
H08687,1962,156.46556W,20.75857N,763887.3581,2297497.296,-4.4747,-3.035999298,1.438700702
H08687,1962,156.46458W,20.75857N,763989.6496,2297499.233,-2.4747,-1.977999091,0.496700909
H08687,1962,156.46524W,20.75893N,763920.4841,2297537.696,-3.5747,-2.628999233,0.945700767
H08687,1962,156.46469W,20.75913N,763977.6288,2297561.413,-2.6747,-2.860999107,-0.186299107
H08687,1962,156.46774W,20.75904N,763659.0206,2297546.445,-8.8747,-8.977999687,-0.103299687
H08687,1962,156.46772W,20.75954N,763661.1787,2297601.536,-7.7747,-7.982999325,-0.208299325
H08687,1962,156.46740W,20.75893N,763694.9441,2297534.712,-8.2747,-8.838999748,-0.564299748
H08687,1962,156.46751W,20.75915N,763683.737,2297558.354,-8.2747,-8.637999535,-0.363299535
H08687,1962,156.46743W,20.75956N,763690.7268,2297604.326,-8.0747,-8.190999031,-0.116299031
H08687,1962,156.46704W,20.75929N,763732.1245,2297575.729,-7.5747,-8.162999153,-0.588299153
H08687,1962,156.46697W,20.75898N,763739.6475,2297541.174,-7.5747,-8.32199955,-0.74729955
H08687,1962,156.46597W,20.75911N,763843.3935,2297556.648,-6.6747,-6.708999157,-0.034299157
H08687,1962,156.46652W,20.75956N,763786.1458,2297605.933,-8.2747,-8.225999832,0.048700168
H08687,1962,156.46715W,20.76010N,763719.1549,2297665.256,-8.8747,-9.586999893,-0.712299893
H08687,1962,156.46701W,20.76019N,763733.9002,2297675.125,-9.1747,-9.695999146,-0.521299146
H08687,1962,156.48316W,20.77021N,762033.6457,2298757.762,-16.6747,-17.69099998,-1.016299985
H08687,1962,156.46511W,20.77486N,763905.9105,2299302.504,-9.9747,-10.33499908,-0.360299085
H08687,1962,156.46998W,20.77481N,763398.838,2299289.121,-9.7747,-9.084999084,0.689700916
H08687,1962,156.46068W,20.76231N,764389.2042,2297919.601,-0.9747,-1.149999142,-0.175299142
H08687,1962,156.48205W,20.76983N,762150.7508,2298717.824,-12.6747,-13.82899952,-1.154299519
H08687,1962,156.47571W,20.74939N,762845.8931,2296464.494,-19.6747,-19.52300072,0.151699283
H08687,1962,156.46529W,20.74236N,763943.6333,2295703.014,-12.6747,-13.77199936,-1.097299359
H08687,1962,156.46461W,20.74270N,764013.4705,2295741.773,-11.7747,-12.33299923,-0.558299229
H08687,1962,156.46387W,20.76341N,764055.2893,2298037.097,-6.4747,-7.372999191,-0.898299191
H08687,1962,156.46136W,20.76597N,764311.579,2298323.942,-2.0747,-1.7689991,0.3057009
H08687,1962,156.46998W,20.78165N,763387.1648,2300047.105,-9.1747,-9.857999802,-0.683299802
H08687,1962,156.47340W,20.78748N,763020.6323,2300687.31,-5.3747,-6.117999554,-0.743299554
H08687,1962,156.47506W,20.78639N,762850.0607,2300563.006,-9.5747,-10.04199982,-0.467299817
H08687,1962,156.47578W,20.78590N,762775.2901,2300507.887,-10.4747,-11.14199924,-0.667299245
H08687,1962,156.48179W,20.77602N,762167.0341,2299403.901,-12.3747,-13.21700001,-0.842300008
H08687,1962,156.46459W,20.74787N,764007.0872,2296314.841,-10.6747,-11.45099926,-0.77629926
H08687,1962,156.46433W,20.76525N,764003.8685,2298239.569,-7.9747,-8.465999603,-0.491299603
H08687,1962,156.46505W,20.76508N,763929.2677,2298219.565,-8.6747,-9.219999313,-0.545299313
H08687,1962,156.46651W,20.76593N,763775.9115,2298311.542,-11.2747,-11.55699921,-0.282299207
H08687,1962,156.46724W,20.76391N,763703.2672,2298087.073,-10.6747,-11.50499916,-0.830299161
H08687,1962,156.46992W,20.78105N,763394.2511,2299980.528,-9.9747,-10.28399944,-0.309299443
H08687,1962,156.47078W,20.78142N,763303.7274,2300019.764,-9.3747,-10.22199917,-0.847299168
H08687,1962,156.46828W,20.77818N,763569.8416,2299665.568,-10.6747,-10.91799927,-0.243299268
H08687,1962,156.46836W,20.77879N,763560.3451,2299732.994,-10.2747,-10.62299919,-0.348299191
H08687,1962,156.46558W,20.77908N,763849.7102,2299769.772,-7.9747,-7.9739995,0.0007005
H08687,1962,156.46776W,20.78121N,763619.2698,2300001.338,-8.4747,-8.668999672,-0.194299672
H08687,1962,156.47594W,20.78351N,762763.4988,2300242.721,-13.2747,-13.5529995,-0.278299497
H08687,1962,156.47587W,20.75451N,762820.7774,2297031.726,-16.1747,-17.30699921,-1.132299207
H08687,1962,156.46583W,20.78092N,763820.2766,2299972.257,-6.9747,-6.684999466,0.289700534
H08687,1962,156.47570W,20.75490N,762837.7098,2297075.083,-15.7747,-16.71199989,-0.937299893
H08687,1962,156.46399W,20.76922N,764032.804,2298679.372,-8.8747,-9.089999199,-0.215299199
H08687,1962,156.46823W,20.76840N,763592.1435,2298582.283,-14.1747,-14.84700012,-0.672300122
H08687,1962,156.46645W,20.76199N,763789.0153,2297874.726,-9.1747,-10.14099979,-0.966299794
H08687,1962,156.47473W,20.78360N,762889.1523,2300255.211,-12.3747,-12.63299942,-0.25829942
H08687,1962,156.47390W,20.78392N,762974.3232,2300291.55,-10.8747,-11.59799957,-0.723299573
H08687,1962,156.47684W,20.75469N,762719.3167,2297049.859,-19.0747,-23.57699966,-4.502299664
H08687,1962,156.48470W,20.76799N,761877.0564,2298509.95,-19.8747,-20.03899956,-0.164299558
H08687,1962,156.47969W,20.76883N,762397.5668,2298611.451,-17.2747,-18.9640007,-1.689300702
H08687,1962,156.46532W,20.75126N,763925.4589,2296689.21,-10.4747,-10.47899914,-0.004299138
H08687,1962,156.46465W,20.75192N,763993.5949,2296763.061,-9.7747,-9.248999596,0.525700404
H08687,1962,156.46661W,20.75172N,763789.6627,2296737.042,-11.0747,-12.15499973,-1.080299733
H08687,1962,156.47089W,20.77029N,763311.8907,2298787.262,-14.6747,-15.82199955,-1.14729955
H08687,1962,156.48130W,20.78518N,762201.4114,2300418.826,-12.4747,-13.01200008,-0.537300084
H08687,1962,156.47578W,20.77063N,762802.2663,2298816.287,-14.1747,-16.26199913,-2.08729913
H08687,1962,156.48018W,20.75925N,762363.4964,2297549.673,-17.9747,-19.27400017,-1.299300168
H08687,1962,156.47728W,20.75941N,762664.9983,2297572.324,-19.9747,-20.86599922,-0.891299222
H08687,1962,156.47709W,20.75629N,762690.508,2297226.543,-18.7747,-20.46199989,-1.687299893
H08687,1962,156.47008W,20.78191N,763375.784,2300075.286,-8.8747,-9.712999344,-0.838299344
H08687,1962,156.46879W,20.78424N,763505.9962,2300335.22,-3.1747,-3.90699935,-0.73229935
H08687,1962,156.47047W,20.75499N,763382.2773,2297093.68,-12.6747,-13.4279995,-0.753299497
H08687,1962,156.47220W,20.75892N,763195.5693,2297525.451,-17.0747,-17.78999901,-0.715299008
H08687,1962,156.47253W,20.77614N,763130.5011,2299432.584,-12.1747,-12.23399925,-0.059299252
H08687,1962,156.47279W,20.77724N,763102.2518,2299553.333,-13.5747,-14.71999931,-1.145299313
H08687,1962,156.47404W,20.76797N,762987.8963,2298525.407,-17.0747,-18.21800041,-1.143300412
H08687,1962,156.47206W,20.77934N,763173.8012,2299787.753,-11.7747,-12.32699966,-0.552299664
H08687,1962,156.47405W,20.77851N,762968.5973,2299692.262,-14.1747,-15.20899963,-1.034299634
H08687,1962,156.47706W,20.77978N,762653.0946,2299827.904,-16.3747,-17.15799904,-0.783299039
H08687,1962,156.47513W,20.78048N,762852.1697,2299908.894,-14.6747,-15.49800015,-0.823300145
H08687,1962,156.47042W,20.74683N,763401.2133,2296190.139,-15.9747,-15.72999954,0.244700458
H08687,1962,156.46994W,20.74689N,763451.4368,2296197.017,-15.9747,-16.44199944,-0.467299435
H08687,1962,156.46338W,20.74616N,764136.4305,2296127.328,-8.8747,-8.932999611,-0.058299611
H08687,1962,156.46512W,20.77363N,763906.8013,2299166.149,-9.9747,-10.59799957,-0.623299573
H08687,1962,156.46349W,20.77236N,764078.9005,2299028.052,-7.3747,-7.310999393,0.063700607
H08687,1962,156.47749W,20.78347N,762601.711,2300235.871,-13.2747,-14.18699932,-0.912299321
H08687,1962,156.47928W,20.78118N,762419.4455,2299979.342,-16.1747,-17.30900002,-1.134300015
H08687,1962,156.47681W,20.78607N,762668.1301,2300525.375,-10.4747,-11.11999989,-0.645299886
H08687,1962,156.47539W,20.78910N,762810.5738,2300862.818,-2.4747,-2.857999086,-0.383299086
H08687,1962,156.48132W,20.78194N,762204.9275,2300060.073,-17.2747,-18.45999908,-1.185299085
H08687,1962,156.48090W,20.78164N,762249.8143,2300027.651,-12.6747,-16.17899895,-3.504298947
H08687,1962,156.47799W,20.77291N,762567.6915,2299066.08,-12.4747,-12.88899994,-0.414299939
H08687,1962,156.47567W,20.77631N,762803.8723,2299446.527,-19.4747,-18.20800018,1.266699817
H08687,1962,156.48366W,20.76701N,761987.5924,2298403.554,-17.4747,-18.37299919,-0.898299191
H08687,1962,156.48385W,20.76700N,761967.7124,2298402.247,-19.4747,-20.47400093,-0.999300931
H08687,1962,156.47031W,20.74785N,763411.7385,2296303.297,-15.7747,-15.84700012,-0.072300122
H08687,1962,156.46931W,20.74785N,763515.7074,2296305.035,-14.3747,-15.00500011,-0.630300114
H08687,1962,156.47055W,20.74937N,763383.4829,2296470.794,-15.0747,-15.77699947,-0.702299474
H08687,1962,156.47203W,20.75006N,763227.8943,2296544.907,-17.4747,-17.58699989,-0.112299893
H08687,1962,156.46650W,20.75090N,763802.6431,2296646.85,-12.4747,-12.19099998,0.283700015
H08687,1962,156.47659W,20.77616N,762708.2068,2299428.082,-8.4747,-13.10099983,-4.626299832
H08687,1962,156.47614W,20.77691N,762753.2554,2299512.092,-9.3747,-10.65199947,-1.277299474
H08687,1962,156.47449W,20.77838N,762923.094,2299677.37,-14.6747,-15.53800011,-0.863300107
H08687,1962,156.47795W,20.77374N,762570.7361,2299157.963,-14.8747,-18.76000023,-3.885300229
H08687,1962,156.47685W,20.76128N,762706.5654,2297779.574,-19.0747,-18.35899925,0.715700748
H08687,1962,156.47937W,20.77887N,762413.227,2299723.792,-16.5747,-17.85000038,-1.275300382
H08687,1962,156.47988W,20.77913N,762360.3864,2299751.769,-17.2747,-18.3390007,-1.064300702
H08687,1962,156.46218W,20.74257N,764266.9615,2295731.571,-7.1747,-8.32599926,-1.15129926
H08687,1962,156.46290W,20.74269N,764192.1649,2295743.247,-9.0747,-9.515999794,-0.441299794
H08687,1962,156.46228W,20.74164N,764258.7955,2295627.754,-8.6747,-9.291999817,-0.617299817
H08687,1962,156.46555W,20.75546N,763894.1069,2297153.434,-6.2747,-7.509999275,-1.235299275
H08687,1962,156.46623W,20.75456N,763824.7241,2297052.867,-8.8747,-9.530999184,-0.656299184
H08687,1962,156.46864W,20.76670N,763552.1894,2298392.669,-14.1747,-15.13099957,-0.956299565
H08687,1962,156.46867W,20.76775N,763547.8613,2298509.25,-14.6747,-15.30000019,-0.625300191
H08687,1962,156.46435W,20.77394N,763986.3605,2299201.851,-9.0747,-9.220999718,-0.146299718
H08687,1962,156.46731W,20.77238N,763681.0679,2299024.133,-11.5747,-13.24699974,-1.672299741
H08687,1962,156.46897W,20.77156N,763509.9939,2298930.944,-13.7747,-14.21999931,-0.445299313
H08687,1962,156.48544W,20.76615N,761803.4537,2298305.418,-19.9747,-21.2159996,-1.241299603
H08687,1962,156.47848W,20.76239N,762534.6456,2297899.63,-19.8747,-21.79999924,-1.925299237
H08687,1962,156.47292W,20.77221N,763097.109,2298996.704,-15.0747,-15.62300015,-0.548300145
H08687,1962,156.46254W,20.77607N,764171.1897,2299440.382,-2.6747,-2.488999128,0.185700872
H08687,1962,156.47945W,20.78672N,762392.2487,2300593.29,-10.4747,-11.36999989,-0.895299886
H08687,1962,156.46025W,20.76619N,764427.132,2298350.241,-1.1747,-1.498999119,-0.324299119
H08687,1962,156.47528W,20.76239N,762868.1967,2297904.619,-19.4747,-20.51000023,-1.035300229
H08687,1962,156.47325W,20.76652N,763072.9058,2298366.219,-17.4747,-18.24799919,-0.773299191
H08687,1962,156.47730W,20.76299N,762656.9328,2297968.671,-19.4747,-21.58699989,-2.112299893
H08687,1962,156.47569W,20.77714N,762800.0408,2299538.302,-5.5747,-10.30900002,-4.734300015
H08687,1962,156.47408W,20.77737N,762967.4519,2299565.735,-7.1747,-9.657999039,-2.483299039
H08687,1962,156.47381W,20.77745N,762995.0055,2299575.915,-7.3747,-8.489999771,-1.115299771
H08687,1962,156.47063W,20.75931N,763358.0182,2297571.64,-12.4747,-13.38000011,-0.905300114
H08687,1962,156.46757W,20.75833N,763678.1811,2297467.429,-8.8747,-9.207999229,-0.333299229
H08687,1962,156.47399W,20.77684N,762977.6337,2299507.625,-10.8747,-13.44999981,-2.575299809
H08687,1962,156.47444W,20.77667N,762930.7478,2299487.838,-9.0747,-9.44399929,-0.36929929
H08687,1962,156.47463W,20.77661N,762911.6848,2299481.004,-11.0747,-12.73799992,-1.663299916
H08687,1962,156.47887W,20.77420N,762474.1179,2299207.079,-19.6747,-21.23999977,-1.565299771
H08687,1962,156.46956W,20.77270N,763446.1424,2299056.23,-13.7747,-14.03999996,-0.265299962
H08687,1962,156.46953W,20.76994N,763453.9539,2298750.605,-14.3747,-15.09799957,-0.723299573
H08687,1962,156.45971W,20.73760N,764533.2561,2295185.072,-1.5747,-3.525999308,-1.951299308
H08687,1962,156.46380W,20.73674N,764108.313,2295083.243,-13.9747,-14.37199974,-0.397299741
H08687,1962,156.46688W,20.77460N,763722.2012,2299271.15,-11.7747,-12.42099953,-0.646299527
H08687,1962,156.46943W,20.77673N,763452.7892,2299502.882,-12.1747,-12.29899979,-0.124299786
H08687,1962,156.47168W,20.77711N,763218.2964,2299541.082,-12.3747,-13.39999962,-1.025299619
H08687,1962,156.47117W,20.77472N,763275.5624,2299277.33,-13.4747,-13.7329998,-0.258299802
H08687,1962,156.46652W,20.74340N,763813.7857,2295816.298,-14.6747,-15.63099957,-0.956299565
H08687,1962,156.46458W,20.76220N,763983.4489,2297900.93,-6.2747,-6.421999455,-0.147299455
H08687,1962,156.46417W,20.76292N,764024.6841,2297982.224,-6.4747,-7.0989995,-0.6242995
H08687,1962,156.46448W,20.76345N,763991.0571,2298040.187,-7.3747,-7.97799921,-0.60329921
H08687,1962,156.47045W,20.77844N,763343.6866,2299690.382,-11.2747,-11.86999989,-0.595299886
H08687,1962,156.47099W,20.77851N,763286.7991,2299697.245,-11.3747,-12.06099987,-0.68629987
H08687,1962,156.47028W,20.77951N,763358.9163,2299808.821,-10.8747,-11.1449995,-0.270299504
H08687,1962,156.47052W,20.77998N,763333.7277,2299860.492,-10.6747,-11.11099911,-0.436299107
H08687,1962,156.46890W,20.78134N,763500.5109,2300014.098,-9.1747,-9.710999489,-0.536299489
H08687,1962,156.46625W,20.74618N,763836.6792,2296124.178,-13.0747,-13.46299934,-0.388299344
H08687,1962,156.47301W,20.78681N,763062.2175,2300612.965,-6.4747,-7.038999558,-0.564299558
H08687,1962,156.47235W,20.78756N,763129.9585,2300697.774,-3.8747,-4.188999176,-0.314299176
H08687,1962,156.46678W,20.77865N,763725.1682,2299719.407,-8.8747,-9.258999825,-0.384299825
H08687,1962,156.46586W,20.77805N,763822.2469,2299654.353,-9.1747,-9.580999374,-0.406299374
H08687,1962,156.47659W,20.75468N,762744.7472,2297049.481,-15.9747,-17.52099991,-1.546299908
H08687,1962,156.47162W,20.78528N,763209.9548,2300445.899,-7.1747,-7.893999577,-0.719299577
H08687,1962,156.46769W,20.78174N,763625.3289,2300060.035,-7.3747,-7.986999512,-0.612299512
H08687,1962,156.48052W,20.77053N,762308.5913,2298798.274,-17.9747,-19.6989994,-1.724299405
H08687,1962,156.46687W,20.77044N,763730.2634,2298810.437,-12.8747,-13.6079998,-0.733299802
H08687,1962,156.46686W,20.77062N,763730.5739,2298830.493,-12.8747,-13.54399967,-0.669299672
H08687,1962,156.46653W,20.76862N,763768.8486,2298608.982,-12.1747,-13.18799973,-1.013299725
H08687,1962,156.46553W,20.77013N,763870.9007,2298778.414,-11.2747,-12.09200001,-0.817300008
H08687,1962,156.46556W,20.76243N,763881.1541,2297925.911,-8.4747,-8.508999825,-0.034299825
H08687,1962,156.46758W,20.76339N,763668.6593,2298028.261,-10.6747,-11.23899937,-0.564299367
H08687,1962,156.47068W,20.76231N,763347.0898,2297903.582,-15.2747,-16.21899986,-0.944299863
H08687,1962,156.47275W,20.75509N,763144.5875,2297101.038,-17.7747,-18.90099907,-1.126299069
H08687,1962,156.47128W,20.78116N,763251.9949,2299990.262,-9.7747,-10.42099953,-0.646299527
H08687,1962,156.47440W,20.78235N,762925.6916,2300117.2,-12.4747,-13.31099987,-0.83629987
H08687,1962,156.47423W,20.78108N,762945.0769,2299976.926,-12.8747,-13.72699928,-0.852299283
H08687,1962,156.46670W,20.75504N,763775.0327,2297105.261,-9.0747,-9.723999977,-0.649299977
H08687,1962,156.47785W,20.76868N,762590.0226,2298596.954,-17.9747,-18.90299988,-0.928299878
H08687,1962,156.48124W,20.76924N,762235.7256,2298653.791,-13.5747,-14.71999931,-1.145299313
